protein_name	model	val_auroc	val_auprc	test_auroc	test_auprc	n_train	n_val	n_test	n_pos	n_neg	n_deduped_removed
HRB98DE	random_forest	0.9977950170604519	0.9958105422485186	0.9978143850928574	0.995478171040049	5734	1908	1893	5279	11534	0
Hnrnpr	logistic_regression	0.99674982871848	0.9939542057432156	0.9955500948914836	0.9913899779891783	5816	1883	1909	5364	11693	0
Hnrnpr	random_forest	0.997233236492632	0.99309489821867	0.9960113410257471	0.9928010953308972	5816	1883	1909	5364	11693	0
Hrp1p	logistic_regression	0.9576320511510112	0.913815006145115	0.9594665855389919	0.9167923783505295	5220	1786	1781	4192	9244	0
Hrp1p	random_forest	0.9759221718737578	0.9489851024613764	0.9722775145957379	0.936934798869505	5220	1786	1781	4192	9244	0
HuR	logistic_regression	0.990746152347555	0.9775457894849828	0.9880007346268528	0.9736887039324713	6158	1955	1998	6048	13260	0
HuR	random_forest	0.9867886316991288	0.9691742230844049	0.9853290696166976	0.9674257791583412	6158	1955	1998	6048	13260	0
IGF2BP2	logistic_regression	0.9864480849135581	0.9823588378786426	0.9885333506414834	0.9845565101400137	4300	1448	1432	4362	9541	0
IGF2BP2	random_forest	0.9891803568274157	0.9862804780945875	0.9885825215220945	0.9850057289330976	4300	1448	1432	4362	9541	0
IGF2BP3	logistic_regression	0.9807587937993962	0.9669710609641163	0.9735795280684729	0.957354628466612	4627	1564	1534	4234	9255	0
IGF2BP3	random_forest	0.9814795970285947	0.9674589461875263	0.9742509682552173	0.9550631521473697	4627	1564	1534	4234	9255	0
KHDRBS1	logistic_regression	0.9937635960970915	0.9888458570889602	0.9888500767646954	0.9703023030856581	5731	1848	1881	4949	10817	0
KHDRBS1	random_forest	0.9962139626699665	0.9927312426459578	0.9939207121859491	0.9875663440335429	5731	1848	1881	4949	10817	0
KHDRBS2	logistic_regression	0.987877815134569	0.973044240965126	0.988740008285398	0.9736794431936769	5349	1759	1788	4433	9645	0
KHDRBS2	random_forest	0.9893040373492823	0.9750440903971977	0.9913492295258987	0.9819801794879932	5349	1759	1788	4433	9645	0
KHDRBS3	logistic_regression	0.994392909029416	0.9855086483804647	0.992365744518579	0.9838446088067854	5907	2001	2002	5183	11379	0
KHDRBS3	random_forest	0.9948396044405778	0.9893724380203576	0.9934953625924681	0.9850130860007204	5907	2001	2002	5183	11379	0
LARK	logistic_regression	0.993119523888246	0.9791007974479657	0.9916110280684273	0.972616476369031	5428	1775	1788	4801	10580	0
LARK	random_forest	0.9945445528186477	0.9845602487514657	0.9934761667497094	0.9788395284345848	5428	1775	1788	4801	10580	0
LIN28A	logistic_regression	0.9909916312352199	0.9807907833304932	0.9882998241724638	0.9763953183871283	5706	1901	1871	5169	11184	0
