protein_name	best_model	auroc	auprc	val_auroc	val_auprc	accuracy	f1	n_train	n_val	n_test	n_pos	n_neg	n_deduped_removed	rna_length_mode	split_mode	dataset
YBX2	random_forest	0.894425	0.836078953034855	0.916425	0.8807028338133418	0.8383333333333334	0.7581047381546134	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
ZC3H10	random_forest	0.983875	0.9694696344919064	0.984525	0.9769729646176855	0.935	0.9055690072639225	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
ZC3H12A	logistic_regression	0.8893625	0.8034163546310018	0.8992249999999999	0.8258482563193303	0.8116666666666666	0.7290167865707434	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
ZC3H12B	random_forest	0.935875	0.8862718922121418	0.9188875000000001	0.8576256157196456	0.88	0.8301886792452831	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
ZC3H12C	random_forest	0.9239624999999999	0.9104561488415067	0.9396125	0.9113241014427457	0.885	0.8235294117647058	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
ZC3H8	random_forest	0.8936375000000001	0.7993958098260626	0.9128250000000001	0.8605012377480837	0.82	0.7391304347826086	1800	600	600	1000	2000	0	26	honest_60_20_20	htr_selex
ZCRB1	random_forest	0.8908375000000001	0.8704458066444093	0.8865125	0.8552521357127848	0.85	0.7619047619047619	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
ZFP36	random_forest	0.9408875	0.9289634066418687	0.92455	0.91636192489933	0.9133333333333333	0.8586956521739131	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
ZFR-construct4	logistic_regression	0.930325	0.8913652843357306	0.9027124999999999	0.8491540241933857	0.85	0.7836538461538461	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
ZRANB2	random_forest	0.9991249999999999	0.9983312167854754	0.9951875	0.9918979026312754	0.9783333333333334	0.9682151589242054	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
