protein_name	model	val_auroc	val_auprc	test_auroc	test_auprc	n_train	n_val	n_test	n_pos	n_neg	n_deduped_removed
TRA2A	logistic_regression	0.98789375	0.9645342742642641	0.985975	0.9644047245874424	1800	600	600	1000	2000	0
TRA2A	random_forest	0.99485	0.9839366303877339	0.9905	0.9695217376430816	1800	600	600	1000	2000	0
TRA2B	logistic_regression	0.9742500000000001	0.9340257895226884	0.9712500000000001	0.919714813491789	1800	600	600	1000	2000	0
TRA2B	random_forest	0.9789500000000001	0.9330200766780321	0.9737250000000001	0.9263055640881144	1800	600	600	1000	2000	0
UNK	logistic_regression	0.9946875000000001	0.9856559602104114	0.9958	0.9910839291850888	1800	600	600	1000	2000	0
UNK	random_forest	0.9955625	0.9884049171606191	0.99725	0.992886085892241	1800	600	600	1000	2000	0
XRCC6	logistic_regression	0.9916625	0.9822105870341956	0.9899249999999999	0.969707807662595	1800	600	600	1000	2000	0
XRCC6	random_forest	0.9965125	0.99005630257619	0.9946625	0.9798446150896655	1800	600	600	1000	2000	0
XRN2	logistic_regression	0.9991125000000001	0.9979268883613435	0.9999125000000001	0.9998232142843337	1800	600	600	1000	2000	0
XRN2	random_forest	0.9995	0.998893581662822	1.0	1.0	1800	600	600	1000	2000	0
YBX2	logistic_regression	0.8754249999999999	0.7656150293724576	0.8819250000000001	0.7785188242988108	1800	600	600	1000	2000	0
YBX2	random_forest	0.919575	0.8039629633665031	0.9267500000000001	0.8136090131786481	1800	600	600	1000	2000	0
ZC3H18	logistic_regression	0.9884000000000001	0.9633089348172529	0.9819874999999999	0.9498555061457328	1800	600	600	1000	2000	0
ZC3H18	random_forest	0.9908	0.9721340210834422	0.9826625	0.9487766265260599	1800	600	600	1000	2000	0
ZCRB1	logistic_regression	0.972	0.9082970340854293	0.983325	0.9591347813960088	1800	600	600	1000	2000	0
ZCRB1	random_forest	0.975375	0.9128313487747528	0.9892124999999999	0.9691287515045874	1800	600	600	1000	2000	0
ZFP36	logistic_regression	0.9973500000000001	0.9946224152393626	0.9940125	0.983924285492969	1800	600	600	1000	2000	0
ZFP36	random_forest	0.996225	0.9905240797172647	0.9977874999999999	0.9946308776940243	1800	600	600	1000	2000	0
ZFP36L1	logistic_regression	0.9840187499999999	0.9602852392170076	0.9862000000000001	0.9645119381310074	1800	600	600	1000	2000	0
ZFP36L1	random_forest	0.9899375	0.9723757450541878	0.9941625000000001	0.9837532929505487	1800	600	600	1000	2000	0
ZNF326	logistic_regression	0.9731875	0.9308442775851014	0.98093125	0.9493191091553781	1800	600	600	1000	2000	0
ZNF326	random_forest	0.99075	0.97649608116407	0.9914375000000001	0.9720218399812284	1800	600	600	1000	2000	0
ZRANB2	logistic_regression	0.9886	0.9690404828663637	0.98123125	0.9240669336680739	1800	600	600	1000	2000	0
ZRANB2	random_forest	0.9899249999999999	0.9720113790228644	0.981075	0.9236344609834612	1800	600	600	1000	2000	0
