protein_name	best_model	auroc	auprc	val_auroc	val_auprc	accuracy	f1	n_train	n_val	n_test	n_pos	n_neg	n_deduped_removed	rna_length_mode	split_mode	dataset
MEX-5	random_forest	0.9797523809523809	0.9612529153239404	0.9795550265519135	0.9604623385669245	0.9213675213675213	0.8973214285714286	3424	1192	1170	3036	6473	0	38	honest_60_20_20	rnacompete_eukarya
MOD	random_forest	0.9766976529009997	0.9556579378992964	0.9752315825209757	0.9524206363083293	0.920704845814978	0.9016393442622951	3997	1312	1362	3985	8493	0	38	honest_60_20_20	rnacompete_eukarya
MSI	logistic_regression	0.9962573236118679	0.9904479241046752	0.9952464405778545	0.9849042616429399	0.9789915966386554	0.9678012879484821	5014	1640	1666	4293	9559	0	38	honest_60_20_20	rnacompete_eukarya
MSI1	random_forest	0.9995486337020169	0.9990412299451648	0.9994555218939044	0.9989728513436099	0.9802936630602782	0.9707736389684813	7719	2612	2588	6894	14872	0	38	honest_60_20_20	rnacompete_eukarya
MUB	logistic_regression	0.9746864133649545	0.9419284242095906	0.9823387554694546	0.9601833448611795	0.9188888888888889	0.8846761453396524	5394	1836	1800	4817	10370	0	38	honest_60_20_20	rnacompete_eukarya
NCU02404	logistic_regression	0.9999077950558214	0.9998160588910042	0.9997669573117144	0.9994733466469103	0.9974112426035503	0.9960159362549801	7995	2636	2704	6904	14729	0	38	honest_60_20_20	rnacompete_eukarya
NCU08034	logistic_regression	0.9987049957900054	0.9972995999571613	0.9985652555290327	0.9970394443353245	0.9875900720576462	0.9823963657013061	7574	2467	2498	6627	14295	0	38	honest_60_20_20	rnacompete_eukarya
Nab2p	random_forest	0.9672052490793719	0.9548511165241951	0.9572671516188844	0.9394766342753443	0.9066666666666666	0.8960863697705803	2573	844	825	2463	5134	0	38	honest_60_20_20	rnacompete_eukarya
Ng_0261	random_forest	0.9977992834129764	0.9949350165105126	0.9987405689342944	0.9976930100386769	0.9863107460643394	0.9819168173598554	4318	1477	1461	4584	9975	0	38	honest_60_20_20	rnacompete_eukarya
Nv_0278	random_forest	0.9835188383277527	0.9541843840138864	0.9854266325508956	0.9629749985509782	0.9300236406619385	0.8944365192582026	6477	2138	2115	5201	11197	0	38	honest_60_20_20	rnacompete_eukarya
